Date,Quarter,Ticker,PE_Ratio,PB_Ratio,Debt_to_Equity,Current_Ratio,ROE,ROA,Market_Cap,Total_Revenue,Net_Income,Altman_Z,GDP_Growth,CPI_Inflation,Fed_Funds_Rate,Unemployment_Rate,Sentiment_Score,Sentiment_Volatility,Risk_Score,Financial_Distress,Risk_Category
2007-06-30,2007-06-30,GOOGL,15.97,2.79,0.201,1.459,0.1625,0.0851,302749104997,24376201917,7961345292,4.85,1.31,2.52,1.06,7.5,0.237,0.337,4.85,0,Low
2007-09-30,2007-09-30,GOOGL,16.15,3.94,0.276,1.469,0.1828,0.0964,331695410662,23608605854,7728936666,4.11,1.41,2.27,1.85,7.4,0.12,0.225,4.11,0,Low
2007-12-31,2007-12-31,GOOGL,16.61,5.85,0.137,1.474,0.2099,0.1236,372705954150,45666974780,18901214210,6.47,1.5,2.83,1.33,8.2,0.301,0.332,6.47,0,Low
2008-03-31,2008-03-31,GOOGL,28.78,3.93,0.207,1.477,0.2105,0.1163,367480376350,28473620195,9297432905,4.95,3.66,1.62,3.03,4.2,0.515,0.269,4.95,0,Low
2008-06-30,2008-06-30,GOOGL,25.43,7.04,0.059,1.731,0.1724,0.0854,297542501002,36873074757,11432779047,12.05,3.81,2.93,2.76,4.6,0.437,0.475,12.05,0,Low
2008-09-30,2008-09-30,GOOGL,30.5,5.13,0.05,1.695,0.2231,0.125,382428385843,43397395323,14128401758,14.18,3.82,2.34,2.5,4.6,0.5,0.09,14.18,0,Low
2008-12-31,2008-12-31,GOOGL,25.53,2.37,0.138,1.504,0.2023,0.1091,346346976141,27553624651,2953843491,6.38,3.81,2.81,2.86,3.9,0.639,0.393,6.38,0,Low
2009-03-31,2009-03-31,GOOGL,29.41,7.08,0.204,1.056,0.2152,0.1183,369598051628,43788747762,13192580123,4.85,3.87,2.88,3.21,4.0,0.633,0.196,4.85,0,Low
2009-06-30,2009-06-30,GOOGL,29.84,7.16,0.141,1.609,0.2025,0.1061,350645887757,38065500939,16848852538,6.29,3.89,0.76,3.24,4.7,0.533,0.419,6.29,0,Low
2009-09-30,2009-09-30,GOOGL,28.25,3.05,0.057,1.447,0.2068,0.1185,362984046772,36936166969,19340447873,12.56,3.8,2.45,2.75,4.1,0.649,0.325,12.56,0,Low
2009-12-31,2009-12-31,GOOGL,26.31,6.89,0.183,1.319,0.2105,0.1261,376243454361,32642759001,12965256187,5.32,3.67,2.57,3.09,5.0,0.526,0.184,5.32,0,Low
2010-03-31,2010-03-31,GOOGL,25.68,5.09,0.05,1.497,0.1882,0.0806,344329416926,47539352915,11603908981,13.87,3.63,1.89,2.55,5.0,0.637,0.311,13.87,0,Low
2010-06-30,2010-06-30,GOOGL,23.91,6.06,0.05,2.033,0.1603,0.0858,301687915869,32991567767,11261606201,14.07,3.57,2.33,2.23,4.8,0.366,0.201,14.07,0,Low
2010-09-30,2010-09-30,GOOGL,20.22,3.59,0.16,1.158,0.1484,0.069,288276786832,18662425367,5227140574,5.42,3.41,2.56,1.7,5.2,0.329,0.17,5.42,0,Low
2010-12-31,2010-12-31,GOOGL,18.98,5.39,0.085,1.061,0.1561,0.0969,314207799804,31062447363,8557848417,8.85,3.25,3.38,1.72,5.1,0.541,0.418,8.85,0,Low
2011-03-31,2011-03-31,GOOGL,19.24,5.07,0.05,1.542,0.1415,0.0528,295499574189,23799228872,4943345907,13.72,3.2,2.48,1.53,5.2,0.38,0.368,13.72,0,Low
2011-06-30,2011-06-30,GOOGL,18.41,4.12,0.05,1.649,0.1207,0.0619,261441227528,24216385076,6172945607,13.78,3.15,2.78,1.64,5.3,0.588,0.315,13.78,0,Low
2011-09-30,2011-09-30,GOOGL,15.64,7.1,0.141,1.479,0.1152,0.0591,258187723704,20395795861,6619141629,5.96,3.03,2.51,0.79,6.0,0.456,0.312,5.96,0,Low
2011-12-31,2011-12-31,GOOGL,16.47,4.75,0.237,2.02,0.1408,0.0682,324294948411,24860120123,8713673373,4.49,2.93,2.53,1.58,5.7,0.215,0.309,4.49,0,Low
2012-03-31,2012-03-31,GOOGL,15.31,7.13,0.109,1.451,0.113,0.0652,265038752418,25936740559,4865256614,7.21,2.96,2.96,0.72,5.0,0.26,0.372,7.21,0,Low
2012-06-30,2012-06-30,GOOGL,17.57,5.56,0.087,1.597,0.1135,0.0612,268120451741,29671743999,6156334572,8.64,3.02,1.96,1.5,6.0,0.539,0.401,8.64,0,Low
2012-09-30,2012-09-30,GOOGL,14.18,2.71,0.064,1.279,0.1047,0.049,245997692543,33034874736,7940206944,10.9,3.0,2.93,0.39,5.2,0.359,0.25,10.9,0,Low
2012-12-31,2012-12-31,GOOGL,14.82,3.26,0.103,1.495,0.1268,0.0508,292921911707,30717452536,7247833047,7.5,3.02,3.13,1.17,5.4,0.35,0.238,7.5,0,Low
2013-03-31,2013-03-31,GOOGL,20.86,5.34,0.05,1.485,0.154,0.0846,346656594097,24248495210,8464303454,13.86,3.16,2.74,1.35,5.2,0.534,0.478,13.86,0,Low
2013-06-30,2013-06-30,GOOGL,20.76,2.56,0.189,1.315,0.1363,0.0752,297258225023,32545868247,10056594130,4.91,3.33,3.55,1.61,4.7,0.432,0.311,4.91,0,Low
2013-09-30,2013-09-30,GOOGL,17.16,3.86,0.05,1.212,0.1265,0.0562,266248553218,32197758500,9440352354,13.6,3.41,1.75,1.21,5.2,0.561,0.287,13.6,0,Low
2013-12-31,2013-12-31,GOOGL,20.16,2.4,0.142,1.341,0.1663,0.0776,337996985260,25692630868,10183118081,6.02,3.51,2.58,1.98,4.9,0.44,0.173,6.02,0,Low
2014-03-31,2014-03-31,GOOGL,18.62,6.23,0.065,1.424,0.137,0.0654,269300992360,17836148946,7206451850,10.98,3.72,2.34,1.89,5.1,0.485,0.262,10.98,0,Low
2014-06-30,2014-06-30,GOOGL,24.45,6.48,0.05,1.65,0.1645,0.084,313579542258,43166019798,14866879137,13.92,3.92,2.05,2.17,4.5,0.548,0.243,13.92,0,Low
2014-09-30,2014-09-30,GOOGL,26.75,2.94,0.05,1.59,0.1967,0.0962,365470824910,40601855412,18003867158,13.99,4.02,1.68,2.03,5.2,0.408,0.175,13.99,0,Low
2014-12-31,2014-12-31,GOOGL,27.3,5.87,0.071,1.912,0.2192,0.1162,398505614238,40780216970,22503830375,10.72,4.11,2.44,2.56,5.0,0.584,0.393,10.72,0,Low
2015-03-31,2015-03-31,GOOGL,22.67,6.78,0.109,1.34,0.1666,0.0839,298005353385,38010206688,16567239911,7.32,4.27,2.48,3.09,4.6,0.522,0.191,7.32,0,Low
2015-06-30,2015-06-30,GOOGL,22.81,4.47,0.05,1.762,0.1554,0.0872,274748025287,16029507584,5365678943,13.97,4.42,2.59,2.62,4.2,0.673,0.156,13.97,0,Low
2015-09-30,2015-09-30,GOOGL,30.55,7.98,0.05,1.325,0.2245,0.124,394405091553,36725407849,13719393020,14.05,4.43,2.67,2.98,3.3,0.67,0.287,14.05,0,Low
2015-12-31,2015-12-31,GOOGL,23.25,4.76,0.05,1.25,0.1851,0.0999,324675000079,21233928537,5811589655,13.87,4.42,2.49,3.02,4.0,0.58,0.153,13.87,0,Low
2016-03-31,2016-03-31,GOOGL,27.52,7.36,0.05,1.239,0.2023,0.0668,355949626380,46423010843,10535826508,13.72,4.48,2.14,3.25,3.7,0.737,0.188,13.72,0,Low
2016-06-30,2016-06-30,GOOGL,31.49,5.36,0.131,1.756,0.2146,0.1141,380804777584,51891946511,33376866916,6.72,4.5,2.84,3.27,4.4,0.505,0.272,6.72,0,Low
2016-09-30,2016-09-30,GOOGL,28.97,6.45,0.058,1.498,0.2131,0.1186,383104231718,42506914068,24743881951,12.49,4.4,3.1,2.78,4.8,0.462,0.349,12.49,0,Low
2016-12-31,2016-12-31,GOOGL,24.01,3.81,0.075,1.699,0.193,0.1028,353273459940,28854221418,10536814904,10.02,4.28,2.11,2.65,3.9,0.599,0.503,10.02,0,Low
2017-03-31,2017-03-31,GOOGL,25.19,3.88,0.05,1.083,0.1856,0.0923,347652297820,23512782478,11169655181,13.78,4.24,3.1,2.09,4.9,0.583,0.226,13.78,0,Low
2017-06-30,2017-06-30,GOOGL,25.05,5.89,0.157,1.339,0.1689,0.0776,325201774104,32291102253,15502803215,5.6,4.18,2.87,1.48,4.5,0.56,0.499,5.6,0,Low
2017-09-30,2017-09-30,GOOGL,17.77,2.85,0.173,1.203,0.1312,0.0671,260784617314,26440869094,10220347668,5.13,4.02,3.21,2.06,4.7,0.505,0.276,5.13,0,Low
2017-12-31,2017-12-31,GOOGL,18.72,6.23,0.288,1.556,0.155,0.0845,318972771986,38599432264,14401649587,3.97,3.86,2.39,1.3,5.3,0.522,0.239,3.97,0,Low
2018-03-31,2018-03-31,GOOGL,20.49,3.59,0.05,1.293,0.1517,0.0827,323745362697,31103517822,790531635,13.78,3.8,2.3,1.43,5.0,0.384,0.484,13.78,0,Low
2018-06-30,2018-06-30,GOOGL,17.34,5.83,0.138,1.88,0.1145,0.0597,253334711207,27836221789,5483130828,6.2,3.76,2.3,1.27,6.4,0.492,0.381,6.2,0,Low
2018-09-30,2018-09-30,GOOGL,17.86,6.33,0.27,1.052,0.1326,0.0614,303486285180,19887927727,6769096032,3.8,3.64,2.84,1.24,4.9,0.414,0.367,3.8,0,Low
2018-12-31,2018-12-31,GOOGL,15.36,3.44,0.099,1.373,0.1324,0.0595,311190669793,37844274728,10497502894,7.75,3.54,3.48,1.31,5.5,0.354,0.352,7.75,0,Low
2019-03-31,2019-03-31,GOOGL,14.91,2.61,0.2,1.441,0.111,0.0564,265613210997,25267772099,4507431275,4.67,3.57,2.18,0.74,5.1,0.29,0.226,4.67,0,Low
2019-06-30,2019-06-30,GOOGL,19.1,6.1,0.124,1.819,0.1245,0.0552,299900016314,30133206403,6477588567,6.67,3.62,3.3,0.79,5.9,0.349,0.433,6.67,0,Low
2019-09-30,2019-09-30,GOOGL,16.16,5.42,0.208,1.399,0.1204,0.0584,288522133551,26388279202,6039648641,4.56,3.61,2.81,1.1,4.5,0.228,0.245,4.56,0,Low
2019-12-31,2019-12-31,GOOGL,13.67,2.59,0.05,1.538,0.1179,0.0633,277970959552,34819876008,12234935875,13.75,3.63,2.66,1.23,5.3,0.498,0.383,13.75,0,Low
2020-03-31,2020-03-31,GOOGL,12.09,2.86,0.116,1.383,0.1217,0.0614,279753751079,29397074598,5092558241,6.88,2.77,2.66,1.37,7.6,0.343,0.475,6.88,0,Low
2020-06-30,2020-06-30,GOOGL,15.16,3.14,0.05,1.681,0.1285,0.0639,286065472583,38872684254,10370959086,13.81,2.94,2.88,1.48,6.8,0.317,0.304,13.81,0,Low
2020-09-30,2020-09-30,GOOGL,15.42,3.74,0.21,1.26,0.1486,0.0814,319689354460,15155199018,4534213796,4.62,3.02,2.29,0.82,7.0,0.33,0.403,4.62,0,Low
2020-12-31,2020-12-31,GOOGL,14.79,4.25,0.343,1.387,0.1616,0.0893,335697018014,39431040381,12543079717,3.61,3.12,3.02,1.42,6.0,0.266,0.232,3.61,0,Low
2021-03-31,2021-03-31,GOOGL,21.97,6.94,0.18,1.825,0.1627,0.0864,326935499016,28633484283,10369669282,5.33,4.33,2.71,1.63,5.2,0.646,0.336,5.33,0,Low
2021-06-30,2021-06-30,GOOGL,26.12,7.3,0.137,1.743,0.1767,0.0899,344672862281,55897727318,6997644105,6.38,4.53,3.32,1.73,4.4,0.468,0.083,6.38,0,Low
2021-09-30,2021-09-30,GOOGL,26.72,5.76,0.05,1.684,0.1976,0.0999,375526566830,50194299142,18725670120,14.04,4.63,2.18,2.7,5.8,0.63,0.266,14.04,0,Low
2021-12-31,2021-12-31,GOOGL,26.3,2.14,0.05,1.191,0.2122,0.1146,394946467415,34125741961,13224941227,13.94,4.72,2.96,2.68,5.3,0.578,0.35,13.94,0,Low
2022-03-31,2022-03-31,GOOGL,34.66,3.93,0.05,1.651,0.256,0.1341,468711203429,35337669637,14066862410,14.24,4.88,3.16,2.75,5.6,0.701,0.343,14.24,0,Low
2022-06-30,2022-06-30,GOOGL,26.77,7.7,0.232,1.76,0.1832,0.0824,331672769910,35496135191,10152566948,4.56,5.03,2.52,2.81,3.9,0.473,0.306,4.56,0,Low
2022-09-30,2022-09-30,GOOGL,30.87,4.73,0.263,1.706,0.2279,0.1109,409838871788,48117602874,13140028699,4.4,5.04,3.49,3.12,5.1,0.716,0.208,4.4,0,Low
2022-12-31,2022-12-31,GOOGL,29.77,3.53,0.277,1.531,0.2381,0.1153,427468493155,55296868745,25098679697,4.26,5.03,3.43,2.3,4.8,0.463,0.305,4.26,0,Low
