Date,Quarter,Ticker,PE_Ratio,PB_Ratio,Debt_to_Equity,Current_Ratio,ROE,ROA,Market_Cap,Total_Revenue,Net_Income,Altman_Z,GDP_Growth,CPI_Inflation,Fed_Funds_Rate,Unemployment_Rate,Sentiment_Score,Sentiment_Volatility,Risk_Score,Financial_Distress,Risk_Category
2002-12-31,2002-12-31,AAPL,26.8,3.82,0.38,1.243,0.2346,0.1077,545735659996,44928973982,23249461243,3.52,3.06,2.58,2.99,4.1,0.653,0.308,3.52,0,Low
2003-03-31,2003-03-31,AAPL,27.39,6.25,0.314,1.277,0.2197,0.115,523056259376,62817263981,25910257680,3.89,3.02,2.01,2.68,5.3,0.634,0.255,3.89,0,Low
2003-06-30,2003-06-30,AAPL,33.83,7.09,0.218,1.582,0.2481,0.1092,607687482350,51269081548,32857062109,4.84,2.97,2.42,2.25,4.3,0.756,0.375,4.84,0,Low
2003-09-30,2003-09-30,AAPL,25.83,5.06,0.335,1.372,0.2073,0.117,524417781077,53447050042,10550370723,3.81,2.8,2.13,2.35,4.9,0.472,0.119,3.81,0,Low
2003-12-31,2003-12-31,AAPL,19.3,7.23,0.375,1.443,0.1735,0.0842,455001009620,47644441778,20777351612,3.46,2.64,2.38,2.29,4.8,0.64,0.189,3.46,0,Low
2004-03-31,2004-03-31,AAPL,21.16,3.98,0.326,1.775,0.17,0.0923,462789047203,53153629010,17867444639,3.86,2.59,2.3,1.42,5.7,0.457,0.236,3.86,0,Low
2004-06-30,2004-06-30,AAPL,20.29,3.01,0.209,1.129,0.1452,0.0742,410439578806,33655841879,9721808242,4.54,2.55,3.14,1.68,5.7,0.346,0.322,4.54,0,Low
2004-09-30,2004-09-30,AAPL,21.27,3.3,0.333,1.625,0.171,0.0875,500085559657,57349277210,32772892748,3.74,2.42,2.16,1.22,5.6,0.409,0.296,3.74,0,Low
2004-12-31,2004-12-31,AAPL,17.0,6.75,0.363,1.551,0.1585,0.0788,476723454400,61042535404,22834040015,3.51,2.32,3.09,1.4,5.3,0.516,0.254,3.51,0,Low
2005-03-31,2005-03-31,AAPL,18.18,6.42,0.451,1.442,0.1463,0.0733,448231455990,44992931159,15913768600,3.11,2.35,2.18,1.24,5.7,0.424,0.272,3.11,0,Low
2005-06-30,2005-06-30,AAPL,19.29,2.78,0.521,1.226,0.1359,0.0741,419307978729,32509035859,7970809850,2.86,2.41,2.57,1.15,6.2,0.41,0.316,2.86,0,Medium
2005-09-30,2005-09-30,AAPL,19.84,3.54,0.182,1.641,0.1598,0.0762,490158460062,51458346195,17572260038,5.17,2.39,1.62,0.83,6.0,0.403,0.387,5.17,0,Low
2005-12-31,2005-12-31,AAPL,14.4,5.67,0.433,1.764,0.1344,0.0676,405389533090,40571990860,19926083113,3.25,2.41,2.51,1.67,5.9,0.338,0.233,3.25,0,Low
2006-03-31,2006-03-31,AAPL,17.61,2.69,0.396,1.545,0.1419,0.0641,416813633501,41895695412,8570500531,3.29,2.55,2.01,1.41,5.8,0.394,0.295,3.29,0,Low
2006-06-30,2006-06-30,AAPL,23.68,5.84,0.418,1.659,0.1698,0.081,482918160385,72317913668,34013294696,3.35,2.72,2.67,1.54,6.2,0.269,0.373,3.35,0,Low
2006-09-30,2006-09-30,AAPL,25.02,7.69,0.311,1.785,0.2014,0.1028,552988034703,56098548530,28445716554,4.02,2.8,2.69,1.45,5.6,0.388,0.304,4.02,0,Low
2006-12-31,2006-12-31,AAPL,19.9,7.02,0.241,1.798,0.1794,0.0871,475217233251,44786626919,20493592749,4.5,2.9,2.18,2.27,5.1,0.422,0.24,4.5,0,Low
2007-03-31,2007-03-31,AAPL,15.02,3.95,0.47,1.339,0.2015,0.0855,515857413267,55391174674,24907616950,3.12,1.11,2.33,1.29,8.1,0.199,0.346,3.12,0,Low
2007-06-30,2007-06-30,AAPL,16.87,6.35,0.129,1.599,0.1889,0.1108,469005658144,58156753948,32006493102,6.69,1.31,2.37,1.34,7.6,0.119,0.289,6.69,0,Low
2007-09-30,2007-09-30,AAPL,14.99,5.51,0.273,1.413,0.1867,0.0971,451613450523,37813372288,16137734956,4.12,1.41,2.81,1.58,9.0,0.094,0.225,4.12,0,Low
2007-12-31,2007-12-31,AAPL,17.16,4.99,0.313,1.72,0.2385,0.1149,564643098902,37873027326,13250748733,4.07,1.5,2.44,1.77,7.7,0.15,0.444,4.07,0,Low
2008-03-31,2008-03-31,AAPL,27.76,6.88,0.355,1.552,0.2233,0.118,519843489086,56293827211,18810015166,3.79,3.66,1.62,3.03,4.0,0.663,0.305,3.79,0,Low
2008-06-30,2008-06-30,AAPL,38.61,5.58,0.198,1.612,0.2879,0.1613,662576277462,66932562927,46609715513,5.41,3.81,2.24,3.2,4.9,0.636,0.449,5.41,0,Low
2008-09-30,2008-09-30,AAPL,35.97,2.3,0.347,1.837,0.2894,0.1128,661508067846,53749439516,17189984762,3.95,3.82,2.8,2.63,3.9,0.662,0.151,3.95,0,Low
2008-12-31,2008-12-31,AAPL,27.77,6.53,0.322,1.372,0.2421,0.1707,552544266202,58640310932,46919865238,4.17,3.81,2.42,3.3,4.0,0.763,0.295,4.17,0,Low
2009-03-31,2009-03-31,AAPL,27.46,6.27,0.221,1.73,0.221,0.1122,506155643340,39956386533,21634370448,4.85,3.87,3.35,2.42,5.1,0.574,0.31,4.85,0,Low
2009-06-30,2009-06-30,AAPL,33.4,2.79,0.163,1.792,0.2493,0.1157,575641189609,48881334794,30140944272,5.88,3.89,2.12,2.08,4.3,0.511,0.331,5.88,0,Low
2009-09-30,2009-09-30,AAPL,26.35,2.46,0.401,1.325,0.2122,0.1036,496575555000,58016825676,26195959493,3.44,3.8,2.31,2.76,4.2,0.663,0.23,3.44,0,Low
2009-12-31,2009-12-31,AAPL,32.22,3.4,0.362,1.313,0.2835,0.1353,675769560437,74890276787,41250191276,3.8,3.67,1.75,2.32,5.2,0.622,0.133,3.8,0,Low
2010-03-31,2010-03-31,AAPL,24.19,3.65,0.167,1.7,0.195,0.1009,475813285936,61955059388,26741475500,5.65,3.63,2.22,2.61,4.9,0.605,0.38,5.65,0,Low
2010-06-30,2010-06-30,AAPL,23.06,5.78,0.344,1.678,0.1701,0.0787,426746337071,39634018731,9329678287,3.66,3.57,2.64,2.16,5.7,0.601,0.254,3.66,0,Low
2010-09-30,2010-09-30,AAPL,23.68,5.69,0.286,1.626,0.1912,0.0915,495266021175,51631310315,19494395537,4.07,3.41,2.8,1.43,5.2,0.4,0.254,4.07,0,Low
2010-12-31,2010-12-31,AAPL,16.14,7.57,0.161,1.68,0.1461,0.0674,392011150330,21372950561,4942376550,5.56,3.25,3.96,1.7,5.2,0.298,0.425,5.56,0,Low
2011-03-31,2011-03-31,AAPL,24.8,2.12,0.233,1.831,0.2006,0.0789,558554977886,49779049136,11280102006,4.57,3.2,2.48,1.4,5.0,0.336,0.405,4.57,0,Low
2011-06-30,2011-06-30,AAPL,20.75,3.29,0.247,1.575,0.1496,0.0786,432118420260,44972435421,17009321049,4.29,3.15,1.98,1.57,5.3,0.552,0.288,4.29,0,Low
2011-09-30,2011-09-30,AAPL,19.92,5.25,0.378,1.765,0.1614,0.0927,482374082364,35416429684,12044302719,3.6,3.03,2.83,1.96,5.2,0.254,0.293,3.6,0,Low
2011-12-31,2011-12-31,AAPL,14.72,2.11,0.38,1.407,0.1384,0.0689,425042113243,35580480611,9283944839,3.32,2.93,2.5,1.16,5.3,0.524,0.28,3.32,0,Low
2012-03-31,2012-03-31,AAPL,15.45,7.52,0.322,1.242,0.1254,0.0568,392391782765,40909953629,9473442813,3.48,2.96,2.53,1.01,5.3,0.505,0.213,3.48,0,Low
2012-06-30,2012-06-30,AAPL,20.82,2.1,0.461,1.572,0.148,0.0659,466024733231,47301790789,15397151335,3.1,3.02,2.76,1.07,5.6,0.463,0.189,3.1,0,Low
2012-09-30,2012-09-30,AAPL,17.88,6.79,0.276,1.607,0.1453,0.0551,455074493247,47487255363,15620823708,3.93,3.0,3.22,1.64,5.3,0.406,0.381,3.93,0,Low
2012-12-31,2012-12-31,AAPL,17.73,6.34,0.328,1.53,0.1669,0.0795,514144660126,57563020312,34999325152,3.69,3.02,3.13,0.92,5.2,0.342,0.126,3.69,0,Low
2013-03-31,2013-03-31,AAPL,17.33,4.33,0.341,1.726,0.1407,0.0723,422194139294,22322367691,9751642154,3.64,3.16,1.97,1.11,5.0,0.43,0.477,3.64,0,Low
2013-06-30,2013-06-30,AAPL,23.9,2.51,0.36,1.065,0.1727,0.0988,501916208962,42128408775,9594062717,3.46,3.33,2.75,0.92,6.3,0.688,0.176,3.46,0,Low
2013-09-30,2013-09-30,AAPL,25.31,4.25,0.363,1.663,0.2052,0.0933,576070784826,41534854225,11340529197,3.66,3.41,3.26,1.61,5.1,0.484,0.399,3.66,0,Low
2013-12-31,2013-12-31,AAPL,20.92,7.32,0.274,1.085,0.1898,0.1022,514389999824,44776487102,13976351324,4.02,3.51,3.35,1.1,5.2,0.541,0.269,4.02,0,Low
2014-03-31,2014-03-31,AAPL,21.21,6.33,0.155,1.486,0.1717,0.079,449926219501,55702220518,26313204249,5.73,3.72,2.67,1.18,5.6,0.567,0.267,5.73,0,Low
2014-06-30,2014-06-30,AAPL,30.27,3.6,0.301,1.735,0.2239,0.1134,569343754433,67663292764,15379819584,4.13,3.92,2.55,2.31,4.1,0.472,0.399,4.13,0,Low
2014-09-30,2014-09-30,AAPL,26.87,4.82,0.248,1.211,0.2174,0.1052,538465907266,63811615262,21285977459,4.33,4.02,2.87,2.88,5.0,0.658,0.273,4.33,0,Low
2014-12-31,2014-12-31,AAPL,26.89,7.34,0.237,1.534,0.2374,0.1422,575619884014,60928500674,27736957929,4.75,4.11,2.51,2.91,3.7,0.462,0.301,4.75,0,Low
2015-03-31,2015-03-31,AAPL,27.41,7.15,0.159,1.567,0.2216,0.1253,528518864945,55126483764,22723225550,5.9,4.27,2.19,2.77,3.7,0.59,0.326,5.9,0,Low
2015-06-30,2015-06-30,AAPL,31.1,5.02,0.38,1.282,0.233,0.1021,549377794844,61939823966,22858778337,3.51,4.42,2.68,2.67,4.5,0.654,0.17,3.51,0,Low
2015-09-30,2015-09-30,AAPL,32.8,4.79,0.388,1.367,0.2652,0.1512,621039123897,47898848623,24111083505,3.77,4.43,2.35,3.0,5.3,0.633,0.304,3.77,0,Low
2015-12-31,2015-12-31,AAPL,32.76,2.2,0.314,1.217,0.2869,0.1463,670930583160,52266502459,58099665624,4.08,4.42,2.16,3.23,5.2,0.637,0.375,4.08,0,Low
2016-03-31,2016-03-31,AAPL,29.37,4.17,0.07,1.479,0.2375,0.1333,557111746348,55063407919,17148526646,10.75,4.48,2.56,3.06,4.4,0.354,0.352,10.75,0,Low
2016-06-30,2016-06-30,AAPL,30.15,3.89,0.261,1.346,0.2261,0.1256,534758832825,57331310538,17414820560,4.36,4.5,2.87,2.52,4.0,0.44,0.284,4.36,0,Low
2016-09-30,2016-09-30,AAPL,27.6,4.41,0.32,1.156,0.2233,0.101,535357231506,33207446440,11014301931,3.75,4.4,3.18,2.84,4.1,0.545,0.234,3.75,0,Low
2016-12-31,2016-12-31,AAPL,27.49,7.45,0.271,1.545,0.2431,0.1227,593274698940,49696218941,26575025693,4.34,4.28,2.87,2.62,4.9,0.45,0.211,4.34,0,Low
2017-03-31,2017-03-31,AAPL,28.76,2.16,0.236,1.48,0.2331,0.1297,582106051686,55757549000,27424354101,4.68,4.24,3.18,2.63,3.7,0.506,0.215,4.68,0,Low
2017-06-30,2017-06-30,AAPL,27.34,5.13,0.055,1.673,0.2028,0.097,520655805303,35828284226,14110380576,13.0,4.18,3.21,2.35,5.9,0.401,0.364,13.0,0,Low
2017-09-30,2017-09-30,AAPL,24.44,2.05,0.33,1.574,0.1985,0.101,525958013410,48706184636,28430244299,3.82,4.02,3.49,1.57,4.8,0.527,0.075,3.82,0,Low
2017-12-31,2017-12-31,AAPL,23.73,7.1,0.092,1.32,0.2161,0.1003,593076598148,66046766143,21336100984,8.42,3.86,3.74,1.54,5.7,0.727,0.168,8.42,0,Low
2018-03-31,2018-03-31,AAPL,19.43,2.56,0.271,1.01,0.1583,0.0793,450417946331,38022387366,11179324564,3.88,3.8,2.27,1.89,4.4,0.297,0.255,3.88,0,Low
2018-06-30,2018-06-30,AAPL,20.4,5.8,0.37,1.478,0.1482,0.0668,437273354700,33005697233,6277569885,3.39,3.76,2.79,1.65,5.2,0.334,0.398,3.39,0,Low
2018-09-30,2018-09-30,AAPL,17.55,5.35,0.382,1.499,0.1433,0.0739,437252642706,52338732023,13140061718,3.38,3.64,3.01,1.21,6.2,0.348,0.302,3.38,0,Low
2018-12-31,2018-12-31,AAPL,17.47,2.99,0.53,1.57,0.1656,0.0781,519027923901,45850910589,12779368997,3.0,3.54,3.05,1.72,4.3,0.552,0.274,3.0,0,Low
2019-03-31,2019-03-31,AAPL,13.37,3.15,0.353,1.475,0.1094,0.0557,349253399737,38242338905,12340973623,3.38,3.57,2.18,1.96,5.8,0.205,0.053,3.38,0,Low
2019-06-30,2019-06-30,AAPL,20.92,5.41,0.383,1.649,0.1499,0.067,481744983423,36897240210,5393234183,3.4,3.62,2.64,0.87,5.5,0.374,0.389,3.4,0,Low
2019-09-30,2019-09-30,AAPL,16.08,7.0,0.401,1.283,0.1317,0.0674,420961968322,47346933052,14590827739,3.18,3.61,2.73,1.25,6.4,0.352,0.324,3.18,0,Low
2019-12-31,2019-12-31,AAPL,16.61,7.51,0.425,1.578,0.1576,0.0849,495337850018,37499591985,5046360368,3.31,3.63,3.33,0.81,5.4,0.468,0.381,3.31,0,Low
2020-03-31,2020-03-31,AAPL,14.42,3.21,0.372,1.233,0.1597,0.073,489298892486,64344594130,16222629930,3.33,2.77,2.91,0.77,6.4,0.317,0.216,3.33,0,Low
2020-06-30,2020-06-30,AAPL,12.61,4.32,0.534,1.362,0.1175,0.0621,348826082968,46681291218,12596750273,2.8,2.94,3.13,0.58,6.8,0.262,0.251,2.8,0,Medium
2020-09-30,2020-09-30,AAPL,13.29,4.71,0.4,1.525,0.1409,0.0652,404140905325,43688320566,16786891725,3.27,3.02,2.93,1.33,6.8,0.433,0.56,3.27,0,Low
2020-12-31,2020-12-31,AAPL,14.68,3.38,0.287,1.182,0.1764,0.0903,488656778958,51624257461,15314245471,3.89,3.12,2.81,1.76,6.3,0.378,0.462,3.89,0,Low
2021-03-31,2021-03-31,AAPL,23.7,7.77,0.111,1.334,0.1931,0.0894,517278316690,39763815812,24139508468,7.27,4.33,3.86,1.63,6.1,0.456,0.237,7.27,0,Low
2021-06-30,2021-06-30,AAPL,31.57,3.61,0.26,1.961,0.2349,0.1141,610864673613,57403980065,12579237014,4.54,4.53,2.92,3.05,4.2,0.547,0.318,4.54,0,Low
2021-09-30,2021-09-30,AAPL,24.57,5.17,0.359,1.447,0.1998,0.0974,506343318654,47205075942,15418740248,3.62,4.63,3.03,2.38,4.6,0.628,0.252,3.62,0,Low
2021-12-31,2021-12-31,AAPL,27.0,6.4,0.274,0.988,0.2397,0.1317,594689463260,63862765013,53189729148,4.17,4.72,3.17,2.42,5.6,0.385,0.491,4.17,0,Low
2022-03-31,2022-03-31,AAPL,31.49,5.47,0.202,1.437,0.2558,0.1222,624405129777,68345950551,39321068680,5.07,4.88,3.4,3.08,4.2,0.374,0.424,5.07,0,Low
2022-06-30,2022-06-30,AAPL,35.44,2.82,0.111,1.189,0.2668,0.1402,643956217003,42784203004,34933102281,7.5,5.03,3.64,2.46,4.5,0.611,0.26,7.5,0,Low
2022-09-30,2022-09-30,AAPL,31.16,2.95,0.269,1.56,0.2531,0.1348,606781141706,50603186762,26793908096,4.44,5.04,4.47,2.89,4.1,0.477,0.46,4.44,0,Low
2022-12-31,2022-12-31,AAPL,29.22,4.18,0.294,1.573,0.2571,0.1587,615476393006,51097428193,26603367952,4.38,5.03,2.28,3.14,5.5,0.623,0.147,4.38,0,Low
