Date,Quarter,Ticker,PE_Ratio,PB_Ratio,Debt_to_Equity,Current_Ratio,ROE,ROA,Market_Cap,Total_Revenue,Net_Income,Altman_Z,GDP_Growth,CPI_Inflation,Fed_Funds_Rate,Unemployment_Rate,Sentiment_Score,Sentiment_Volatility,Risk_Score,Financial_Distress,Risk_Category
2002-12-31,2002-12-31,AAPL,26.8,3.82,0.38,1.243,0.2346,0.1077,545735659996,44928973982,23249461243,3.52,3.06,2.58,2.99,4.1,0.653,0.308,3.52,0,Low
2003-03-31,2003-03-31,AAPL,27.39,6.25,0.314,1.277,0.2197,0.115,523056259376,62817263981,25910257680,3.89,3.02,2.01,2.68,5.3,0.634,0.255,3.89,0,Low
2003-06-30,2003-06-30,AAPL,33.83,7.09,0.218,1.582,0.2481,0.1092,607687482350,51269081548,32857062109,4.84,2.97,2.42,2.25,4.3,0.756,0.375,4.84,0,Low
2003-09-30,2003-09-30,AAPL,25.83,5.06,0.335,1.372,0.2073,0.117,524417781077,53447050042,10550370723,3.81,2.8,2.13,2.35,4.9,0.472,0.119,3.81,0,Low
2003-12-31,2003-12-31,AAPL,19.3,7.23,0.375,1.443,0.1735,0.0842,455001009620,47644441778,20777351612,3.46,2.64,2.38,2.29,4.8,0.64,0.189,3.46,0,Low
2004-03-31,2004-03-31,AAPL,21.16,3.98,0.326,1.775,0.17,0.0923,462789047203,53153629010,17867444639,3.86,2.59,2.3,1.42,5.7,0.457,0.236,3.86,0,Low
2004-06-30,2004-06-30,AAPL,20.29,3.01,0.209,1.129,0.1452,0.0742,410439578806,33655841879,9721808242,4.54,2.55,3.14,1.68,5.7,0.346,0.322,4.54,0,Low
2004-09-30,2004-09-30,AAPL,21.27,3.3,0.333,1.625,0.171,0.0875,500085559657,57349277210,32772892748,3.74,2.42,2.16,1.22,5.6,0.409,0.296,3.74,0,Low
2004-12-31,2004-12-31,AAPL,17.0,6.75,0.363,1.551,0.1585,0.0788,476723454400,61042535404,22834040015,3.51,2.32,3.09,1.4,5.3,0.516,0.254,3.51,0,Low
2005-03-31,2005-03-31,AAPL,18.18,6.42,0.451,1.442,0.1463,0.0733,448231455990,44992931159,15913768600,3.11,2.35,2.18,1.24,5.7,0.424,0.272,3.11,0,Low
2005-06-30,2005-06-30,AAPL,19.29,2.78,0.521,1.226,0.1359,0.0741,419307978729,32509035859,7970809850,2.86,2.41,2.57,1.15,6.2,0.41,0.316,2.86,0,Medium
2005-09-30,2005-09-30,AAPL,19.84,3.54,0.182,1.641,0.1598,0.0762,490158460062,51458346195,17572260038,5.17,2.39,1.62,0.83,6.0,0.403,0.387,5.17,0,Low
2005-12-31,2005-12-31,AAPL,14.4,5.67,0.433,1.764,0.1344,0.0676,405389533090,40571990860,19926083113,3.25,2.41,2.51,1.67,5.9,0.338,0.233,3.25,0,Low
2006-03-31,2006-03-31,AAPL,17.61,2.69,0.396,1.545,0.1419,0.0641,416813633501,41895695412,8570500531,3.29,2.55,2.01,1.41,5.8,0.394,0.295,3.29,0,Low
2006-06-30,2006-06-30,AAPL,23.68,5.84,0.418,1.659,0.1698,0.081,482918160385,72317913668,34013294696,3.35,2.72,2.67,1.54,6.2,0.269,0.373,3.35,0,Low
2006-09-30,2006-09-30,AAPL,25.02,7.69,0.311,1.785,0.2014,0.1028,552988034703,56098548530,28445716554,4.02,2.8,2.69,1.45,5.6,0.388,0.304,4.02,0,Low
2006-12-31,2006-12-31,AAPL,19.9,7.02,0.241,1.798,0.1794,0.0871,475217233251,44786626919,20493592749,4.5,2.9,2.18,2.27,5.1,0.422,0.24,4.5,0,Low
2007-03-31,2007-03-31,AAPL,15.02,3.95,0.47,1.339,0.2015,0.0855,515857413267,55391174674,24907616950,3.12,1.11,2.33,1.29,8.1,0.199,0.346,3.12,0,Low
2007-06-30,2007-06-30,AAPL,16.87,6.35,0.129,1.599,0.1889,0.1108,469005658144,58156753948,32006493102,6.69,1.31,2.37,1.34,7.6,0.119,0.289,6.69,0,Low
2007-09-30,2007-09-30,AAPL,14.99,5.51,0.273,1.413,0.1867,0.0971,451613450523,37813372288,16137734956,4.12,1.41,2.81,1.58,9.0,0.094,0.225,4.12,0,Low
2007-12-31,2007-12-31,AAPL,17.16,4.99,0.313,1.72,0.2385,0.1149,564643098902,37873027326,13250748733,4.07,1.5,2.44,1.77,7.7,0.15,0.444,4.07,0,Low
2008-03-31,2008-03-31,AAPL,27.76,6.88,0.355,1.552,0.2233,0.118,519843489086,56293827211,18810015166,3.79,3.66,1.62,3.03,4.0,0.663,0.305,3.79,0,Low
2008-06-30,2008-06-30,AAPL,38.61,5.58,0.198,1.612,0.2879,0.1613,662576277462,66932562927,46609715513,5.41,3.81,2.24,3.2,4.9,0.636,0.449,5.41,0,Low
2008-09-30,2008-09-30,AAPL,35.97,2.3,0.347,1.837,0.2894,0.1128,661508067846,53749439516,17189984762,3.95,3.82,2.8,2.63,3.9,0.662,0.151,3.95,0,Low
2008-12-31,2008-12-31,AAPL,27.77,6.53,0.322,1.372,0.2421,0.1707,552544266202,58640310932,46919865238,4.17,3.81,2.42,3.3,4.0,0.763,0.295,4.17,0,Low
2009-03-31,2009-03-31,AAPL,27.46,6.27,0.221,1.73,0.221,0.1122,506155643340,39956386533,21634370448,4.85,3.87,3.35,2.42,5.1,0.574,0.31,4.85,0,Low
2009-06-30,2009-06-30,AAPL,33.4,2.79,0.163,1.792,0.2493,0.1157,575641189609,48881334794,30140944272,5.88,3.89,2.12,2.08,4.3,0.511,0.331,5.88,0,Low
2009-09-30,2009-09-30,AAPL,26.35,2.46,0.401,1.325,0.2122,0.1036,496575555000,58016825676,26195959493,3.44,3.8,2.31,2.76,4.2,0.663,0.23,3.44,0,Low
2009-12-31,2009-12-31,AAPL,32.22,3.4,0.362,1.313,0.2835,0.1353,675769560437,74890276787,41250191276,3.8,3.67,1.75,2.32,5.2,0.622,0.133,3.8,0,Low
2010-03-31,2010-03-31,AAPL,24.19,3.65,0.167,1.7,0.195,0.1009,475813285936,61955059388,26741475500,5.65,3.63,2.22,2.61,4.9,0.605,0.38,5.65,0,Low
2010-06-30,2010-06-30,AAPL,23.06,5.78,0.344,1.678,0.1701,0.0787,426746337071,39634018731,9329678287,3.66,3.57,2.64,2.16,5.7,0.601,0.254,3.66,0,Low
2010-09-30,2010-09-30,AAPL,23.68,5.69,0.286,1.626,0.1912,0.0915,495266021175,51631310315,19494395537,4.07,3.41,2.8,1.43,5.2,0.4,0.254,4.07,0,Low
2010-12-31,2010-12-31,AAPL,16.14,7.57,0.161,1.68,0.1461,0.0674,392011150330,21372950561,4942376550,5.56,3.25,3.96,1.7,5.2,0.298,0.425,5.56,0,Low
2011-03-31,2011-03-31,AAPL,24.8,2.12,0.233,1.831,0.2006,0.0789,558554977886,49779049136,11280102006,4.57,3.2,2.48,1.4,5.0,0.336,0.405,4.57,0,Low
2011-06-30,2011-06-30,AAPL,20.75,3.29,0.247,1.575,0.1496,0.0786,432118420260,44972435421,17009321049,4.29,3.15,1.98,1.57,5.3,0.552,0.288,4.29,0,Low
2011-09-30,2011-09-30,AAPL,19.92,5.25,0.378,1.765,0.1614,0.0927,482374082364,35416429684,12044302719,3.6,3.03,2.83,1.96,5.2,0.254,0.293,3.6,0,Low
2011-12-31,2011-12-31,AAPL,14.72,2.11,0.38,1.407,0.1384,0.0689,425042113243,35580480611,9283944839,3.32,2.93,2.5,1.16,5.3,0.524,0.28,3.32,0,Low
2012-03-31,2012-03-31,AAPL,15.45,7.52,0.322,1.242,0.1254,0.0568,392391782765,40909953629,9473442813,3.48,2.96,2.53,1.01,5.3,0.505,0.213,3.48,0,Low
2012-06-30,2012-06-30,AAPL,20.82,2.1,0.461,1.572,0.148,0.0659,466024733231,47301790789,15397151335,3.1,3.02,2.76,1.07,5.6,0.463,0.189,3.1,0,Low
2012-09-30,2012-09-30,AAPL,17.88,6.79,0.276,1.607,0.1453,0.0551,455074493247,47487255363,15620823708,3.93,3.0,3.22,1.64,5.3,0.406,0.381,3.93,0,Low
2012-12-31,2012-12-31,AAPL,17.73,6.34,0.328,1.53,0.1669,0.0795,514144660126,57563020312,34999325152,3.69,3.02,3.13,0.92,5.2,0.342,0.126,3.69,0,Low
2013-03-31,2013-03-31,AAPL,17.33,4.33,0.341,1.726,0.1407,0.0723,422194139294,22322367691,9751642154,3.64,3.16,1.97,1.11,5.0,0.43,0.477,3.64,0,Low
2013-06-30,2013-06-30,AAPL,23.9,2.51,0.36,1.065,0.1727,0.0988,501916208962,42128408775,9594062717,3.46,3.33,2.75,0.92,6.3,0.688,0.176,3.46,0,Low
2013-09-30,2013-09-30,AAPL,25.31,4.25,0.363,1.663,0.2052,0.0933,576070784826,41534854225,11340529197,3.66,3.41,3.26,1.61,5.1,0.484,0.399,3.66,0,Low
2013-12-31,2013-12-31,AAPL,20.92,7.32,0.274,1.085,0.1898,0.1022,514389999824,44776487102,13976351324,4.02,3.51,3.35,1.1,5.2,0.541,0.269,4.02,0,Low
2014-03-31,2014-03-31,AAPL,21.21,6.33,0.155,1.486,0.1717,0.079,449926219501,55702220518,26313204249,5.73,3.72,2.67,1.18,5.6,0.567,0.267,5.73,0,Low
2014-06-30,2014-06-30,AAPL,30.27,3.6,0.301,1.735,0.2239,0.1134,569343754433,67663292764,15379819584,4.13,3.92,2.55,2.31,4.1,0.472,0.399,4.13,0,Low
2014-09-30,2014-09-30,AAPL,26.87,4.82,0.248,1.211,0.2174,0.1052,538465907266,63811615262,21285977459,4.33,4.02,2.87,2.88,5.0,0.658,0.273,4.33,0,Low
2014-12-31,2014-12-31,AAPL,26.89,7.34,0.237,1.534,0.2374,0.1422,575619884014,60928500674,27736957929,4.75,4.11,2.51,2.91,3.7,0.462,0.301,4.75,0,Low
2015-03-31,2015-03-31,AAPL,27.41,7.15,0.159,1.567,0.2216,0.1253,528518864945,55126483764,22723225550,5.9,4.27,2.19,2.77,3.7,0.59,0.326,5.9,0,Low
2015-06-30,2015-06-30,AAPL,31.1,5.02,0.38,1.282,0.233,0.1021,549377794844,61939823966,22858778337,3.51,4.42,2.68,2.67,4.5,0.654,0.17,3.51,0,Low
2015-09-30,2015-09-30,AAPL,32.8,4.79,0.388,1.367,0.2652,0.1512,621039123897,47898848623,24111083505,3.77,4.43,2.35,3.0,5.3,0.633,0.304,3.77,0,Low
2015-12-31,2015-12-31,AAPL,32.76,2.2,0.314,1.217,0.2869,0.1463,670930583160,52266502459,58099665624,4.08,4.42,2.16,3.23,5.2,0.637,0.375,4.08,0,Low
2016-03-31,2016-03-31,AAPL,29.37,4.17,0.07,1.479,0.2375,0.1333,557111746348,55063407919,17148526646,10.75,4.48,2.56,3.06,4.4,0.354,0.352,10.75,0,Low
2016-06-30,2016-06-30,AAPL,30.15,3.89,0.261,1.346,0.2261,0.1256,534758832825,57331310538,17414820560,4.36,4.5,2.87,2.52,4.0,0.44,0.284,4.36,0,Low
2016-09-30,2016-09-30,AAPL,27.6,4.41,0.32,1.156,0.2233,0.101,535357231506,33207446440,11014301931,3.75,4.4,3.18,2.84,4.1,0.545,0.234,3.75,0,Low
2016-12-31,2016-12-31,AAPL,27.49,7.45,0.271,1.545,0.2431,0.1227,593274698940,49696218941,26575025693,4.34,4.28,2.87,2.62,4.9,0.45,0.211,4.34,0,Low
2017-03-31,2017-03-31,AAPL,28.76,2.16,0.236,1.48,0.2331,0.1297,582106051686,55757549000,27424354101,4.68,4.24,3.18,2.63,3.7,0.506,0.215,4.68,0,Low
2017-06-30,2017-06-30,AAPL,27.34,5.13,0.055,1.673,0.2028,0.097,520655805303,35828284226,14110380576,13.0,4.18,3.21,2.35,5.9,0.401,0.364,13.0,0,Low
2017-09-30,2017-09-30,AAPL,24.44,2.05,0.33,1.574,0.1985,0.101,525958013410,48706184636,28430244299,3.82,4.02,3.49,1.57,4.8,0.527,0.075,3.82,0,Low
2017-12-31,2017-12-31,AAPL,23.73,7.1,0.092,1.32,0.2161,0.1003,593076598148,66046766143,21336100984,8.42,3.86,3.74,1.54,5.7,0.727,0.168,8.42,0,Low
2018-03-31,2018-03-31,AAPL,19.43,2.56,0.271,1.01,0.1583,0.0793,450417946331,38022387366,11179324564,3.88,3.8,2.27,1.89,4.4,0.297,0.255,3.88,0,Low
2018-06-30,2018-06-30,AAPL,20.4,5.8,0.37,1.478,0.1482,0.0668,437273354700,33005697233,6277569885,3.39,3.76,2.79,1.65,5.2,0.334,0.398,3.39,0,Low
2018-09-30,2018-09-30,AAPL,17.55,5.35,0.382,1.499,0.1433,0.0739,437252642706,52338732023,13140061718,3.38,3.64,3.01,1.21,6.2,0.348,0.302,3.38,0,Low
2018-12-31,2018-12-31,AAPL,17.47,2.99,0.53,1.57,0.1656,0.0781,519027923901,45850910589,12779368997,3.0,3.54,3.05,1.72,4.3,0.552,0.274,3.0,0,Low
2019-03-31,2019-03-31,AAPL,13.37,3.15,0.353,1.475,0.1094,0.0557,349253399737,38242338905,12340973623,3.38,3.57,2.18,1.96,5.8,0.205,0.053,3.38,0,Low
2019-06-30,2019-06-30,AAPL,20.92,5.41,0.383,1.649,0.1499,0.067,481744983423,36897240210,5393234183,3.4,3.62,2.64,0.87,5.5,0.374,0.389,3.4,0,Low
2019-09-30,2019-09-30,AAPL,16.08,7.0,0.401,1.283,0.1317,0.0674,420961968322,47346933052,14590827739,3.18,3.61,2.73,1.25,6.4,0.352,0.324,3.18,0,Low
2019-12-31,2019-12-31,AAPL,16.61,7.51,0.425,1.578,0.1576,0.0849,495337850018,37499591985,5046360368,3.31,3.63,3.33,0.81,5.4,0.468,0.381,3.31,0,Low
2020-03-31,2020-03-31,AAPL,14.42,3.21,0.372,1.233,0.1597,0.073,489298892486,64344594130,16222629930,3.33,2.77,2.91,0.77,6.4,0.317,0.216,3.33,0,Low
2020-06-30,2020-06-30,AAPL,12.61,4.32,0.534,1.362,0.1175,0.0621,348826082968,46681291218,12596750273,2.8,2.94,3.13,0.58,6.8,0.262,0.251,2.8,0,Medium
2020-09-30,2020-09-30,AAPL,13.29,4.71,0.4,1.525,0.1409,0.0652,404140905325,43688320566,16786891725,3.27,3.02,2.93,1.33,6.8,0.433,0.56,3.27,0,Low
2020-12-31,2020-12-31,AAPL,14.68,3.38,0.287,1.182,0.1764,0.0903,488656778958,51624257461,15314245471,3.89,3.12,2.81,1.76,6.3,0.378,0.462,3.89,0,Low
2021-03-31,2021-03-31,AAPL,23.7,7.77,0.111,1.334,0.1931,0.0894,517278316690,39763815812,24139508468,7.27,4.33,3.86,1.63,6.1,0.456,0.237,7.27,0,Low
2021-06-30,2021-06-30,AAPL,31.57,3.61,0.26,1.961,0.2349,0.1141,610864673613,57403980065,12579237014,4.54,4.53,2.92,3.05,4.2,0.547,0.318,4.54,0,Low
2021-09-30,2021-09-30,AAPL,24.57,5.17,0.359,1.447,0.1998,0.0974,506343318654,47205075942,15418740248,3.62,4.63,3.03,2.38,4.6,0.628,0.252,3.62,0,Low
2021-12-31,2021-12-31,AAPL,27.0,6.4,0.274,0.988,0.2397,0.1317,594689463260,63862765013,53189729148,4.17,4.72,3.17,2.42,5.6,0.385,0.491,4.17,0,Low
2022-03-31,2022-03-31,AAPL,31.49,5.47,0.202,1.437,0.2558,0.1222,624405129777,68345950551,39321068680,5.07,4.88,3.4,3.08,4.2,0.374,0.424,5.07,0,Low
2022-06-30,2022-06-30,AAPL,35.44,2.82,0.111,1.189,0.2668,0.1402,643956217003,42784203004,34933102281,7.5,5.03,3.64,2.46,4.5,0.611,0.26,7.5,0,Low
2022-09-30,2022-09-30,AAPL,31.16,2.95,0.269,1.56,0.2531,0.1348,606781141706,50603186762,26793908096,4.44,5.04,4.47,2.89,4.1,0.477,0.46,4.44,0,Low
2022-12-31,2022-12-31,AAPL,29.22,4.18,0.294,1.573,0.2571,0.1587,615476393006,51097428193,26603367952,4.38,5.03,2.28,3.14,5.5,0.623,0.147,4.38,0,Low
2000-03-31,2000-03-31,MSFT,29.21,4.36,0.05,1.101,0.1753,0.0883,389471517194,35214632958,13480255573,13.76,2.5,1.5,2.03,4.4,0.71,0.202,13.76,0,Low
2000-06-30,2000-06-30,MSFT,29.96,3.3,0.191,1.765,0.1644,0.0843,354230749927,30440367608,5356403884,5.12,2.71,1.82,2.29,4.0,0.693,0.27,5.12,0,Low
2000-09-30,2000-09-30,MSFT,34.77,7.49,0.16,1.098,0.2087,0.0965,437887851059,42291762787,17533538521,5.57,2.8,0.99,2.31,4.7,0.609,0.313,5.57,0,Low
2000-12-31,2000-12-31,MSFT,38.01,7.23,0.172,1.398,0.2492,0.1365,511472233574,64555225250,37870602108,5.64,2.89,1.21,2.61,5.2,0.571,0.394,5.64,0,Low
2001-03-31,2001-03-31,MSFT,31.59,5.38,0.168,1.325,0.1896,0.0946,382791651769,33772892333,19159120084,5.45,3.06,2.36,2.9,3.8,0.609,0.315,5.45,0,Low
2001-06-30,2001-06-30,MSFT,54.96,5.82,0.148,1.855,0.306,0.1609,610403163146,67365349703,28903775735,6.54,3.2,1.56,2.16,3.8,0.577,0.277,6.54,0,Low
2001-09-30,2001-09-30,MSFT,35.76,4.0,0.111,1.785,0.2148,0.0965,425592046424,31538012802,11364326276,7.46,3.22,1.46,2.24,4.1,0.632,0.448,7.46,0,Low
2001-12-31,2001-12-31,MSFT,30.32,3.47,0.292,1.392,0.1973,0.0936,390357596853,49564276601,15572191162,3.96,3.2,2.07,3.18,4.3,0.52,0.28,3.96,0,Low
2002-03-31,2002-03-31,MSFT,45.75,5.03,0.323,1.321,0.2749,0.1679,545703675406,53552689055,44030756811,4.15,3.26,2.68,3.14,4.5,0.741,0.342,4.15,0,Low
2002-06-30,2002-06-30,MSFT,44.27,3.2,0.319,1.257,0.2466,0.1326,493793588227,56337488698,33264534304,3.96,3.29,2.03,2.93,3.8,0.413,0.191,3.96,0,Low
2002-09-30,2002-09-30,MSFT,35.65,2.04,0.107,1.651,0.2143,0.1115,434870194726,52023880831,22322409302,7.71,3.19,2.26,2.82,3.8,0.63,0.199,7.71,0,Low
2002-12-31,2002-12-31,MSFT,35.77,4.8,0.084,0.842,0.2349,0.1095,485568126918,51599028876,25566670761,8.95,3.06,1.19,2.13,4.5,0.522,0.284,8.95,0,Low
2003-03-31,2003-03-31,MSFT,33.12,3.98,0.185,1.319,0.1992,0.1035,421637937733,27640664871,4966155012,5.17,3.02,2.28,2.24,4.3,0.649,0.242,5.17,0,Low
2003-06-30,2003-06-30,MSFT,33.15,7.38,0.201,1.231,0.1823,0.086,397001901650,46700759080,22834806511,4.79,2.97,2.54,1.6,4.9,0.658,0.35,4.79,0,Low
2003-09-30,2003-09-30,MSFT,29.15,3.2,0.195,1.677,0.1754,0.0945,394567947347,46387027716,8523224745,5.07,2.8,2.13,2.22,5.3,0.419,0.292,5.07,0,Low
2003-12-31,2003-12-31,MSFT,24.93,7.24,0.296,1.542,0.1681,0.0825,391962091405,48519590731,19079857844,3.91,2.64,1.33,1.68,4.9,0.497,0.337,3.91,0,Low
2004-03-31,2004-03-31,MSFT,21.15,7.81,0.216,1.29,0.1274,0.0644,308443813440,31769831237,10244603541,4.46,2.59,1.95,1.45,6.2,0.618,0.288,4.46,0,Low
2004-06-30,2004-06-30,MSFT,25.9,6.46,0.136,1.648,0.139,0.0748,349199444121,37298860987,9230029774,6.28,2.55,2.69,1.59,5.8,0.387,0.342,6.28,0,Low
2004-09-30,2004-09-30,MSFT,17.56,7.65,0.304,1.562,0.1059,0.0422,275258772221,33727197839,7533840112,3.62,2.42,1.78,1.25,5.1,0.375,0.292,3.62,0,Low
2004-12-31,2004-12-31,MSFT,20.86,2.1,0.162,1.217,0.1459,0.0683,389943418095,38525457748,8095762206,5.39,2.32,2.59,1.67,5.7,0.537,0.32,5.39,0,Low
2005-03-31,2005-03-31,MSFT,21.2,7.05,0.071,1.487,0.128,0.0796,348584944587,31460817177,11191196107,10.31,2.35,2.49,1.11,6.1,0.255,0.259,10.31,0,Low
2005-06-30,2005-06-30,MSFT,21.0,5.88,0.098,1.455,0.111,0.0593,304285844396,29787870119,6352945162,7.81,2.41,2.49,1.07,5.9,0.315,0.35,7.81,0,Low
2005-09-30,2005-09-30,MSFT,20.98,2.96,0.137,1.758,0.1267,0.0666,345553150914,35259273142,7905209254,6.24,2.39,2.26,1.39,4.6,0.398,0.397,6.24,0,Low
2005-12-31,2005-12-31,MSFT,21.95,7.42,0.167,1.512,0.1536,0.08,411971030393,45657297170,9448163164,5.45,2.41,1.93,1.15,5.7,0.539,0.045,5.45,0,Low
2006-03-31,2006-03-31,MSFT,20.83,5.91,0.11,1.595,0.1258,0.0621,328619903984,29363757823,10509506973,7.24,2.55,1.28,1.53,4.7,0.284,0.271,7.24,0,Low
2006-06-30,2006-06-30,MSFT,25.15,2.09,0.135,1.266,0.1353,0.0598,341960540851,33086600324,11354621998,6.08,2.72,2.18,1.06,5.0,0.432,0.255,6.08,0,Low
2006-09-30,2006-09-30,MSFT,25.36,2.31,0.218,1.69,0.1531,0.0765,373658857453,24958345580,7853822719,4.65,2.8,1.85,1.98,5.6,0.431,0.226,4.65,0,Low
2006-12-31,2006-12-31,MSFT,27.52,2.99,0.349,1.668,0.1861,0.1045,438158352887,43569483737,10717857106,3.77,2.9,1.25,1.99,5.2,0.432,0.36,3.77,0,Low
2007-03-31,2007-03-31,MSFT,18.04,5.37,0.16,1.588,0.1815,0.075,413184243946,28171562185,13575462386,5.62,1.11,1.76,0.89,8.5,0.421,0.154,5.62,0,Low
2007-06-30,2007-06-30,MSFT,21.21,7.9,0.236,1.56,0.1781,0.1093,393104197963,39895608952,17324403035,4.57,1.31,2.15,1.29,9.2,0.16,0.325,4.57,0,Low
2007-09-30,2007-09-30,MSFT,19.1,6.87,0.19,1.315,0.1784,0.0985,383511955036,26393400133,11908380570,5.04,1.41,2.37,1.61,8.7,0.143,0.322,5.04,0,Low
2007-12-31,2007-12-31,MSFT,20.41,4.96,0.346,1.414,0.2128,0.0897,447716060624,51101675631,10225185447,3.64,1.5,2.43,1.37,7.7,0.19,0.401,3.64,0,Low
2008-03-31,2008-03-31,MSFT,39.55,5.17,0.206,1.451,0.2386,0.105,493822165766,50250931028,28099950974,4.92,3.66,1.98,2.48,3.9,0.57,0.408,4.92,0,Low
2008-06-30,2008-06-30,MSFT,47.69,6.57,0.227,1.708,0.2668,0.1328,545682169747,38922187675,24818773956,4.9,3.81,2.36,3.45,4.9,0.71,0.318,4.9,0,Low
2008-09-30,2008-09-30,MSFT,34.48,2.27,0.291,1.347,0.2081,0.1244,422805048575,36789620987,13828928105,4.11,3.82,2.08,2.8,3.1,0.688,0.434,4.11,0,Low
2008-12-31,2008-12-31,MSFT,31.16,5.35,0.245,1.276,0.2037,0.0898,413283680433,39682603082,12618911579,4.3,3.81,2.27,3.32,4.5,0.533,0.149,4.3,0,Low
2009-03-31,2009-03-31,MSFT,38.07,7.39,0.069,1.69,0.2298,0.1119,467745592869,41275370468,23936417234,10.85,3.87,2.2,3.08,3.6,0.654,0.445,10.85,0,Low
2009-06-30,2009-06-30,MSFT,44.77,5.69,0.096,1.97,0.2506,0.1271,514438084480,50295494476,27115625599,8.56,3.89,2.42,2.45,4.0,0.673,0.412,8.56,0,Low
2009-09-30,2009-09-30,MSFT,35.54,5.12,0.278,1.5,0.2147,0.0959,446607673675,47580467953,19353629432,4.12,3.8,2.7,2.13,5.9,0.66,0.335,4.12,0,Low
2009-12-31,2009-12-31,MSFT,33.0,2.46,0.12,1.325,0.2177,0.0779,461325366778,52327477920,19226328504,6.81,3.67,2.2,2.44,4.1,0.556,0.269,6.81,0,Low
2010-03-31,2010-03-31,MSFT,34.22,4.76,0.315,1.791,0.2069,0.0877,448714913256,42994065261,12133776947,3.93,3.63,2.46,2.4,4.5,0.595,0.217,3.93,0,Low
2010-06-30,2010-06-30,MSFT,36.36,2.98,0.258,1.642,0.2011,0.1175,448503309971,46210085063,17187374563,4.44,3.57,2.91,2.42,5.2,0.485,0.286,4.44,0,Low
2010-09-30,2010-09-30,MSFT,29.32,3.4,0.196,1.463,0.1775,0.0849,408711001234,51316728998,18504683023,4.93,3.41,2.16,1.99,5.1,0.684,0.32,4.93,0,Low
2010-12-31,2010-12-31,MSFT,23.87,6.65,0.314,1.654,0.162,0.0804,386397848545,59835139091,11540372877,3.82,3.25,1.68,1.88,4.7,0.515,0.385,3.82,0,Low
2011-03-31,2011-03-31,MSFT,28.7,7.88,0.16,1.577,0.1741,0.0936,430983024050,43684273930,23298159412,5.71,3.2,1.85,1.84,5.4,0.594,0.301,5.71,0,Low
2011-06-30,2011-06-30,MSFT,30.12,2.78,0.234,1.086,0.1629,0.0904,418233516156,37184748199,8801927812,4.32,3.15,2.69,1.27,5.5,0.585,0.296,4.32,0,Low
2011-09-30,2011-09-30,MSFT,23.92,2.02,0.198,1.126,0.1454,0.0786,386174067318,38623770184,14017176257,4.73,3.03,1.83,1.22,6.1,0.513,0.243,4.73,0,Low
2011-12-31,2011-12-31,MSFT,17.62,6.79,0.176,1.306,0.1242,0.0608,339116636369,35020115364,9596002556,5.06,2.93,1.91,1.09,5.6,0.442,0.324,5.06,0,Low
2012-03-31,2012-03-31,MSFT,22.46,3.3,0.337,1.066,0.1367,0.08,380185455800,29974214226,6284874948,3.46,2.96,2.77,1.66,5.6,0.411,0.3,3.46,0,Low
